subfield_id,subfield_name,field_name,scope,includes,excludes,flagship_journals,wikipedia_anchor,card_confidence
1410,Industrial relations,"Business, Management and Accounting","The study of employment relationships between employers, employees, and their collective representatives: labor unions, collective bargaining, workplace conflict, labor law and policy, and employment negotiation systems.",collective bargaining and trade unions; labor-management relations; labor law and policy; strikes and industrial conflict; workplace dispute resolution; employment negotiation; comparative labor relations systems,"general cross-border management strategy and business operations without a labor/employment-relations focus -> Business and International Management ; individual-level organizational behavior and human-resource practices (recruitment, performance management, motivation) not focused on collective bargaining or union relations -> Organizational Behavior and Human Resource Management ; doctrinal analysis of labor statutes, case law, and legal frameworks as an object of legal scholarship -> Law ; broad sociological theory of class, work, and social structure not focused on the specific institutional mechanics of unions, collective bargaining, or labor law -> Sociology and Political Science",British Journal of Industrial Relations; Industrial Relations: A Journal of Economy and Society; Industrial and Labor Relations Review,https://en.wikipedia.org/wiki/Industrial_relations,high
1502,Bioengineering,Chemical Engineering,"The chemical-engineering side of biological engineering: the design and analysis of bioprocesses and bio-based production systems. Covers bioreactors and fermentation, downstream bioprocessing, biocatalysis at process scale, and biomolecular/metabolic engineering for industrial production.",bioreactor and fermentation design; downstream bioprocessing and bioseparations; metabolic and biomolecular engineering; biofuel and bio-based chemical production processes; enzyme/biocatalytic process engineering; tissue/cell culture bioprocessing at scale,"medical devices, implants, biomechanics, and diagnostic/imaging technology -> Biomedical Engineering ; catalytic chemistry and catalyst design not centered on bioprocesses -> Catalysis ; fuel properties, upgrading, and combustion behavior of biofuels (as opposed to the bioprocess/production engineering of making them) -> Fuel Technology",Biotechnology and Bioengineering; Bioprocess and Biosystems Engineering; Journal of Biotechnology; Biochemical Engineering Journal,https://en.wikipedia.org/wiki/Bioprocess_engineering,medium
1503,Catalysis,Chemical Engineering,"The study and engineering of catalytic materials and catalytic reaction processes: how catalysts are designed, characterized, and applied to accelerate and control chemical reactions at bench and industrial scale. Includes heterogeneous, homogeneous, and enzymatic catalysis and catalytic reactor/process engineering.",heterogeneous and homogeneous catalysis; catalyst synthesis and characterization; catalytic reaction mechanisms and kinetics; catalytic reactor design; photocatalysis and electrocatalysis (process view); catalysis for energy/fuel conversion,catalytic nanomaterials/nanoparticles designed for drug delivery or in-body biomedical devices -> Biomedical Engineering ; bioprocess-scale biocatalysis and fermentation -> Bioengineering,Journal of Catalysis; Applied Catalysis B: Environmental; ACS Catalysis; Catalysis Today,https://en.wikipedia.org/wiki/Catalysis,high
1504,Chemical Health and Safety,Chemical Engineering,"The study of health, safety, and hazard management in the handling, processing, and industrial use of chemicals. Covers process safety, hazard and risk analysis, chemical exposure and toxicity in occupational settings, and regulatory/hygiene practice for chemical operations.",process safety and hazard analysis; chemical exposure and occupational toxicology; accident/incident analysis in chemical plants; risk assessment for chemical processes; chemical hygiene and regulatory compliance; loss prevention engineering,"general environmental/ecological toxicology unrelated to industrial process safety -> Health, Toxicology and Mutagenesis",Journal of Loss Prevention in the Process Industries; Process Safety and Environmental Protection; Journal of Hazardous Materials,https://en.wikipedia.org/wiki/Process_safety,medium
1506,Filtration and Separation,Chemical Engineering,"The engineering of processes that separate mixtures into components at bench and industrial scale. Covers filtration, membrane separation, distillation, extraction, adsorption, and particle/solid-liquid separation, including the equipment and process design for these operations.",membrane separation and filtration; distillation and extraction; adsorption processes; particle and solid-liquid separation; crystallization as a separation step; process-scale chromatography,analytical-scale chromatography used for chemical analysis/identification -> Analytical Chemistry ; general fluid transport phenomena not tied to a separation operation -> Fluid Flow and Transfer Processes,Separation and Purification Technology; Journal of Membrane Science; Chemical Engineering Research and Design,https://en.wikipedia.org/wiki/Separation_process,high
1507,Fluid Flow and Transfer Processes,Chemical Engineering,"The study of transport phenomena in chemical engineering systems: fluid flow, heat transfer, and mass transfer, including multiphase flow and their coupling in reactors and process equipment. Covers both fundamental transport theory and its application to process design.",fluid mechanics in process equipment; heat transfer in reactors and exchangers; mass transfer operations; multiphase and granular flow; computational fluid dynamics for process systems; momentum/energy/mass transport coupling,"separation-specific unit operations (membranes, distillation, filtration) -> Filtration and Separation ; general/aerospace/mechanical fluid dynamics without a chemical-process context -> Mechanical Engineering",International Journal of Heat and Mass Transfer; Chemical Engineering Science; AIChE Journal; Powder Technology,https://en.wikipedia.org/wiki/Transport_phenomena,high
1508,Process Chemistry and Technology,Chemical Engineering,"The industrial and process-scale side of chemical engineering: how chemical transformations are designed, scaled up, and run as production processes. Covers reaction engineering, separation and purification processes, process design/simulation/optimization, and plant-level operation and safety.","reaction engineering; separation processes (distillation, extraction, membrane separation); process design, simulation and optimization; process intensification and scale-up; industrial/applied catalysis at process scale; chemical plant and process safety; green/sustainable process technology",molecular-level catalyst design and mechanism studies -> Physical and Theoretical Chemistry ; materials synthesis and characterization as an end in itself -> Materials Chemistry,Chemical Engineering Science; Industrial & Engineering Chemistry Research; Chemical Engineering Journal; Process Safety and Environmental Protection,https://en.wikipedia.org/wiki/Process_engineering,medium
1602,Analytical Chemistry,Chemistry,"Development and application of methods and instrumentation to detect, separate, and quantify chemical species in complex samples. Spans chromatography, electroanalytical and sensor-based methods, sample preparation, and analytical method validation across environmental, biological, pharmaceutical, and materials samples.","chromatography (GC, LC, HPLC); mass spectrometry used for quantification/identification; chemical and biosensors; electroanalytical/voltammetric methods; sample preparation and extraction techniques; chemometrics and analytical data processing; method validation and quality control; trace and residue analysis","structure elucidation where a spectroscopic technique itself is the research focus -> Spectroscopy ; electrochemical energy conversion/storage research (batteries, fuel cells, corrosion) -> Electrochemistry ; synthesis of new organic or inorganic compounds -> Organic Chemistry",Analytical Chemistry; Analytica Chimica Acta; Talanta; Journal of Chromatography A,https://en.wikipedia.org/wiki/Analytical_chemistry,high
1603,Electrochemistry,Chemistry,"Chemistry of electron-transfer processes at electrode-electrolyte interfaces. Covers energy storage and conversion devices, electrocatalysis, corrosion, and electrodeposition, as well as the fundamental electrochemical mechanisms behind them.",batteries and other energy storage electrochemistry; fuel cells and electrolyzers; electrocatalysis; corrosion science and protection; electrodeposition and electroplating; supercapacitors; electrode materials and interfaces; electrochemical sensor mechanisms,"routine use of electroanalytical techniques purely for sample quantification -> Analytical Chemistry ; battery/electrode materials research focused on bulk materials structure rather than electrochemical function -> Materials Chemistry ; energy-storage system and grid-integration engineering (battery pack/module design, battery management systems, grid-scale storage integration) as opposed to the electrochemical mechanism itself -> Energy Engineering and Power Technology ; alloy microstructure and metallurgical-processing-centric corrosion studies (as opposed to mechanism-centric corrosion/protection chemistry) -> Metals and Alloys",Journal of the Electrochemical Society; Electrochimica Acta; Journal of Power Sources; Journal of Electroanalytical Chemistry,https://en.wikipedia.org/wiki/Electrochemistry,high
1604,Inorganic Chemistry,Chemistry,"Chemistry of inorganic and organometallic compounds, including their synthesis, structure, bonding, and reactivity. Covers coordination chemistry, main-group element chemistry, bioinorganic chemistry, and molecular metal-complex catalysts. ARBITRATION vs Drug Discovery [Pharmacology, Toxicology and Pharmaceutics]: this card owns the fundamental synthesis, structure, and reactivity chemistry of metal/coordination compounds; metal-based compounds designed and evaluated as candidate therapeutic drugs belong to Drug Discovery (3002).",coordination chemistry; organometallic chemistry; main-group element chemistry; bioinorganic chemistry; metal complex synthesis and reactivity; inorganic reaction mechanisms; metal cluster chemistry,"carbon-based molecule synthesis with no metal-centered focus -> Organic Chemistry ; bulk/solid-state inorganic materials engineered for a functional property (semiconductors, ceramics, nanomaterials) -> Materials Chemistry ; metal-based compounds designed and optimized as therapeutic drug candidates (metal-drug design, structure-activity work aimed at discovering a therapeutic agent) -> Drug Discovery",Inorganic Chemistry; Dalton Transactions; Journal of Organometallic Chemistry; Coordination Chemistry Reviews,https://en.wikipedia.org/wiki/Inorganic_chemistry,high
1605,Organic Chemistry,Chemistry,"Study, synthesis, and reactivity of carbon-based compounds. Covers synthetic methodology, total synthesis, heterocyclic and natural-product chemistry, and synthesis-and-evaluation work that stops short of dedicated medicinal chemistry.",total synthesis; synthetic methodology development; heterocyclic chemistry; natural product synthesis and isolation; organocatalysis; stereochemistry; structure-activity relationship synthesis; organophosphorus/organosulfur chemistry,"metal-centered coordination/organometallic compounds studied for their own bonding and structure -> Inorganic Chemistry ; bulk or functional materials synthesis (polymers as materials, nanomaterials) -> Materials Chemistry ; papers whose core contribution is drug design, structure-activity relationship (SAR), or target-driven medicinal chemistry, where synthesis is a means to that end rather than the contribution itself -> Drug Discovery",Journal of the American Chemical Society; Organic Letters; Angewandte Chemie; Journal of Organic Chemistry,https://en.wikipedia.org/wiki/Organic_chemistry,high
1606,Physical and Theoretical Chemistry,Chemistry,"Fundamental physical and computational study of chemical systems: how molecules are structured, bonded, and how they react and transform, described through theory, computation, and physical measurement.",quantum and computational chemistry; chemical kinetics; chemical thermodynamics; molecular dynamics simulation; statistical mechanics of chemical systems; reaction mechanism theory; density functional theory (DFT) studies,experimental structure determination where a spectroscopic technique is the primary output -> Spectroscopy ; electron-transfer/electrode-centered electrochemical systems -> Electrochemistry,Journal of Physical Chemistry A/B; Journal of Chemical Physics; Physical Chemistry Chemical Physics; Journal of Chemical Theory and Computation,https://en.wikipedia.org/wiki/Physical_chemistry,high
1607,Spectroscopy,Chemistry,"Use of spectroscopic methods to probe molecular structure, dynamics, and composition. Covers NMR, IR/Raman, UV-Vis/fluorescence, and chiroptical techniques where the spectroscopic method and the structural insight it yields are the research focus.",NMR spectroscopy; IR and Raman spectroscopy; UV-Vis and fluorescence spectroscopy; chiroptical/circular dichroism methods; spectroscopic structure elucidation; spectroscopic instrumentation and technique development,routine quantitative analysis or method validation using spectroscopic instruments -> Analytical Chemistry ; purely computational prediction of spectra without experimental measurement -> Physical and Theoretical Chemistry,Journal of Molecular Spectroscopy; Spectrochimica Acta Part A; Applied Spectroscopy; Journal of Raman Spectroscopy,https://en.wikipedia.org/wiki/Spectroscopy,high
1702,Artificial Intelligence,Computer Science,"Research on the theory, algorithms, and methods for building systems that learn, reason, or act intelligently: machine learning and deep learning, neural network architectures, statistical and computational modeling of learning, knowledge representation and reasoning, search and planning, and general-purpose learning methods (including graph learning, topic modeling, and data-driven modeling with tools like R/Python). Because AI methods are used across nearly every discipline, this subfield covers the methodological/algorithmic core rather than every domain where AI is applied. ARBITRATION vs Computational Theory and Mathematics [Computer Science]: metaheuristic and evolutionary-computation search algorithms are named here as their home; pure computational-complexity/algorithmic theory without a learning/search-heuristic component stays in Computational Theory and Mathematics (1703).","machine learning and deep learning algorithms; neural network architectures (including graph neural networks); statistical and computational learning theory; knowledge representation and automated reasoning; search, planning and optimization for intelligent agents; topic modeling and unsupervised learning; core natural language processing algorithms; metaheuristic and evolutionary-computation algorithms (genetic algorithms, swarm/nature-inspired optimization) as general-purpose search and optimization methods","business/enterprise information systems, decision support and IS management applications of AI -> Information Systems ; image- and video-specific tasks (classification, detection, segmentation) even when solved with AI methods -> Computer Vision and Pattern Recognition ; AI/ML methods applied as a tool within genomics, proteomics or other molecular-biology research questions -> Molecular Biology ; pure computational complexity and algorithmic theory without a learning/AI component -> Computational Theory and Mathematics ; classical and learning-free control theory and dynamical systems control -> Control and Systems Engineering ; general statistical data-analysis methodology and statistical software practice with no learning/AI contribution -> Statistics and Probability",Artificial Intelligence; Journal of Machine Learning Research; Machine Learning; IEEE Transactions on Neural Networks and Learning Systems; Artificial Intelligence Review,https://en.wikipedia.org/wiki/Artificial_intelligence,medium
1703,Computational Theory and Mathematics,Computer Science,"Theoretical foundations of computing and discrete mathematics as applied to computation: what can be computed, how efficiently, and the mathematical structures (graphs, automata, algebraic structures) underlying algorithms. ARBITRATION vs Management Science and Operations Research [Decision Sciences] and Artificial Intelligence [Computer Science]: this card owns the mathematical/algorithmic theory of combinatorial optimization (complexity, graph/discrete structures, exact algorithms); decision-oriented applied optimization for management/operations belongs to Management Science and Operations Research (1803); metaheuristic and evolutionary search methods belong to Artificial Intelligence (1702).",computational complexity theory; algorithm design and analysis; graph theory; combinatorics and combinatorial optimization; automata and formal language theory; cellular automata; discrete mathematics; matrix and numerical algorithm theory,"machine learning model design and learning algorithms -> Artificial Intelligence ; optimization framed as management/operational decision-making methodology (applied operations research, logistics, scheduling, resource allocation) rather than the mathematical/algorithmic structure of the problem -> Management Science and Operations Research ; metaheuristic and evolutionary-computation algorithms (genetic algorithms, swarm/nature-inspired optimization) as general-purpose learning/search methods -> Artificial Intelligence",Theoretical Computer Science; SIAM Journal on Computing; Journal of Computer and System Sciences; Discrete Mathematics,https://en.wikipedia.org/wiki/Theoretical_computer_science,high
1704,Computer Graphics and Computer-Aided Design,Computer Science,"Generation, manipulation, and rendering of visual and geometric digital content, plus computer-aided tools for engineering design. Covers 3D modeling and rendering, animation, geometric/solid modeling, and CAD/CAM systems.",3D rendering and modeling; computer animation; geometric and solid modeling; CAD/CAM systems; scientific and data visualization; virtual reality graphics pipelines; mesh processing,"analysis or recognition of existing visual/image data -> Computer Vision and Pattern Recognition ; interface and interaction design of graphical systems, where the user experience is the focus -> Human-Computer Interaction",ACM Transactions on Graphics; Computer Graphics Forum; Computer-Aided Design; IEEE Transactions on Visualization and Computer Graphics,https://en.wikipedia.org/wiki/Computer_graphics,high
1705,Computer Networks and Communications,Computer Science,"Design, protocols, and performance of computer and communication networks, from wired and wireless infrastructure to mobile, ad-hoc, and IoT connectivity. Covers network architecture, routing, security, and quality-of-service, at the protocol/systems level rather than the physical-layer hardware level.",network protocols and architecture; wireless and mobile networking; wireless sensor networks; IoT connectivity; network security; routing and quality of service (QoS); cellular/5G networking (protocol and systems aspects),"physical-layer hardware, antenna, or signal-processing design of communication systems -> Electrical and Electronic Engineering ; enterprise or organizational information-systems use of networked infrastructure -> Information Systems",IEEE/ACM Transactions on Networking; Computer Networks; IEEE Communications Magazine; Ad Hoc Networks,https://en.wikipedia.org/wiki/Computer_network,high
1706,Computer Science Applications,Computer Science,"Application of computer science methods and software to specific domains and industries where the contribution is a computational tool or system for that domain, rather than a novel CS-theoretical, networking, or AI/vision contribution belonging to a more specific subfield. Functions as the applied/domain-crossing bucket within Computer Science. NOTE: ASJC has no bioinformatics or computational-biology subfield. This card is their de-facto home when the contribution is the computational method or tool; when the contribution is the biological finding, classify by the biology.","domain-specific computational tools and software; applied algorithms for a specific industry or discipline; computational methods supporting other scientific/engineering fields; software application development; digital tools built for non-CS disciplines; bioinformatics and computational-biology tooling: sequence analysis, annotation pipelines, biomedical text mining and ontologies",enterprise/organizational IT systems and their design or deployment -> Information Systems ; decision support systems and IT governance as managerial objects -> Information Systems and Management,Journal of Computational Science; Expert Systems with Applications,,low
1707,Computer Vision and Pattern Recognition,Computer Science,"Extraction, interpretation, and recognition of information from visual data such as images and video. Covers image processing, object/face/scene recognition, image classification and retrieval, and pattern recognition applied to visual data, including deep-learning methods specifically for vision tasks.","image processing and enhancement; object, face and scene recognition; image classification and segmentation; image/video retrieval; pattern recognition on visual data; deep learning architectures for vision tasks","general machine-learning theory/algorithms not specific to visual data -> Artificial Intelligence ; 1-D signal/audio processing and general signal-processing theory -> Signal Processing ; pattern recognition on non-visual sensor streams (accelerometer, wearable, physiological time series) where no image or video is involved -> Signal Processing",IEEE Transactions on Pattern Analysis and Machine Intelligence; International Journal of Computer Vision; Computer Vision and Image Understanding; Pattern Recognition,https://en.wikipedia.org/wiki/Computer_vision,high
1708,Hardware and Architecture,Computer Science,"Design and organization of computer hardware and system architecture. Covers processor/computer architecture, embedded systems, parallel and distributed computing hardware, digital circuit design for computing, and hardware-software co-design.",computer architecture; embedded systems design; parallel and distributed computing systems; VLSI and digital circuit design; memory and storage systems; hardware-software co-design; FPGA/ASIC design,analog electronics or general electrical circuit theory not tied to computing systems -> Electrical and Electronic Engineering,IEEE Transactions on Computers; ACM Transactions on Architecture and Code Optimization; Journal of Parallel and Distributed Computing; IEEE Micro,https://en.wikipedia.org/wiki/Computer_architecture,high
1709,Human-Computer Interaction,Computer Science,"Design, evaluation, and understanding of the interaction between people and computing systems. Covers usability and user-experience research, interaction techniques (touch, gesture, gaze, voice), accessibility, and immersive or wearable interfaces, wherever the user's experience of the interaction is the focus. ARBITRATION vs Human Factors and Ergonomics [Social Sciences] and Communication [Social Sciences]: this card owns interface/interaction-technique design and user experience of computing systems; Human Factors and Ergonomics owns workplace/organizational human-system performance beyond the computing interface; Communication owns computer-mediated communication as behavior, content and social process.","usability and UX research; user interface design and evaluation; interaction techniques (gesture, gaze, touch, voice); accessibility and assistive technology; virtual/augmented reality interfaces; wearable interaction devices; user studies","underlying rendering/graphics-pipeline technology without an interaction or user-experience focus -> Computer Graphics and Computer-Aided Design ; computer-vision recognition algorithms not centered on user interaction -> Computer Vision and Pattern Recognition ; workplace ergonomics, workload and human performance in socio-technical systems beyond the computing interface -> Human Factors and Ergonomics ; computer-mediated communication studied as communication behavior, content, and social process (message content, media effects, social use of communication technology), as opposed to the interface/interaction-technique design itself -> Communication",International Journal of Human-Computer Studies; ACM Transactions on Computer-Human Interaction; Interacting with Computers,https://en.wikipedia.org/wiki/Human%E2%80%93computer_interaction,high
1710,Information Systems,Computer Science,"Information Systems studies how organizations and societies design, adopt, manage, and use information and communication technologies to support business processes, decision-making, and social or community goals. It covers information system development and management, information retrieval and behavior, and the deployment of ICT in specific social contexts such as government, education-adjacent community services, and developing regions, treating technology in its organizational and human-use context rather than as pure algorithms or network infrastructure. ARBITRATION vs Library and Information Sciences [3309]: the technical design, engineering, and organizational deployment/management of information systems stays here; the social-science study of library/archival practice, information behavior, and scholarly-communication metrics goes to Library and Information Sciences. ARBITRATION vs Information Systems and Management [Decision Sciences] and Management Information Systems [Business]: the design, engineering and societal deployment of information systems stays here; managerial adoption, governance, decision support and organisational impact go to Information Systems and Management; firm-level MIS and e-business go to Management Information Systems.",information systems development and management; e-government and digital public services; ICT for development (ICT4D); information retrieval and search behavior; digital and cyber forensics; enterprise and organizational information systems; information behavior and user studies; mobile and ubiquitous information technologies and their adoption,"educational technology and e-learning pedagogy -> Education ; machine learning and AI algorithms/methods themselves -> Artificial Intelligence ; network protocols and communications infrastructure -> Computer Networks and Communications ; general applied computing techniques not tied to organizational/social IS use -> Computer Science Applications ; the social-science study of library and archival practice, information behavior as a scholarly discipline, and bibliometrics/scientometrics -> Library and Information Sciences ; strategic, managerial and organisational-impact questions of IS in firms - IT governance, IS adoption, decision support, business informatics -> Information Systems and Management ; firm-level management information systems and e-business studied from a business-school perspective -> Management Information Systems",MIS Quarterly; Information Systems Research; Journal of Management Information Systems; Information & Management; European Journal of Information Systems,https://en.wikipedia.org/wiki/Information_system,high
1711,Signal Processing,Computer Science,"Signal Processing covers the theory and methods for acquiring, analyzing, filtering, transforming, and reconstructing one-dimensional and sensor-based signals (audio, speech, biomedical, communications) using digital and analog techniques. It includes speech and audio processing, filter design, time-frequency analysis, and compression, focused on the signal itself rather than on visual/image pattern recognition.",speech and audio processing; digital filter design; time-frequency and wavelet analysis; signal compression and coding; biomedical and sensor signal processing; adaptive and statistical signal processing; array and radar signal processing,"image and video pattern recognition/classification -> Computer Vision and Pattern Recognition ; biosensor, medical-device and imaging-hardware engineering where the physical sensing system rather than the signal algorithm is the contribution -> Biomedical Engineering",IEEE Transactions on Signal Processing; Signal Processing; IEEE Signal Processing Letters; Digital Signal Processing; Speech Communication,https://en.wikipedia.org/wiki/Signal_processing,high
1712,Software,Computer Science,"Software covers the engineering, construction, testing, verification, and maintenance of software systems, including software design methodologies, programming paradigms, software quality and reliability, and end-user or no-code computing tools. It centers on how software is built and assured rather than on any specific application domain.",software engineering and design methodologies; software testing and debugging; software reliability and quality assurance; model-driven and formal software development; programming languages and paradigms; end-user computing and spreadsheets; software maintenance and evolution,"business/enterprise information-systems design, deployment, and organizational IT management, as opposed to the software engineering/construction discipline itself -> Information Systems ; machine-learning/AI algorithm design and model development, as opposed to the software-engineering process used to build and assure the system -> Artificial Intelligence ; network protocol design, distributed-systems communication, and network architecture, as opposed to general software construction, testing, and maintenance -> Computer Networks and Communications ; feedback-control and systems-engineering theory applied to physical or embedded systems, as opposed to general-purpose software construction -> Control and Systems Engineering",IEEE Transactions on Software Engineering; ACM Transactions on Software Engineering and Methodology; Journal of Systems and Software; Empirical Software Engineering,https://en.wikipedia.org/wiki/Software_engineering,high
1800,General Decision Sciences,Decision Sciences,"Last-resort bucket for decision-sciences research that is broad or cross-cutting and does not fit specifically into Information Systems and Management, Management Science and Operations Research, or Statistics, Probability and Uncertainty. Covers general decision theory, judgment and decision-making, and interdisciplinary decision-support scholarship.",general decision theory; judgment and decision-making; decision support frameworks (general); risk and uncertainty in decision-making (non-statistical); multi-criteria decision analysis (general); behavioral decision research; decision science pedagogy,,Decision Sciences,https://en.wikipedia.org/wiki/Decision_theory,medium
1802,Information Systems and Management,Decision Sciences,"Information Systems and Management addresses the strategic, organizational, and managerial dimensions of information systems within business and decision-making contexts, including decision support systems, IT governance, business informatics, and the management of information resources as drivers of organizational performance. ARBITRATION: this card requires an information-systems object; general management, open-science, team-science or accountability topics without IS content do not belong here.",decision support systems; IT governance and IS strategy; business informatics; knowledge management systems; enterprise information management; IS adoption and organizational impact; management information systems,"purely technical/algorithmic information-systems research (retrieval, forensics, ICT4D) not framed managerially -> Information Systems ; technical design, engineering and societal deployment of information systems (e-government, ICT4D, information retrieval) -> Information Systems ; general management, strategy or organisational research with no information-systems content -> Strategy and Management",Information & Management; Decision Support Systems; Journal of Strategic Information Systems; Information Systems Management,https://en.wikipedia.org/wiki/Management_information_system,medium
1803,Management Science and Operations Research,Decision Sciences,"Management Science and Operations Research applies mathematical modeling, optimization, and quantitative decision-making methods to management and organizational problems. It spans multi-criteria decision analysis, risk and portfolio optimization, fuzzy and soft set theory, complex-systems decision modeling. ARBITRATION vs Computational Theory and Mathematics [Computer Science]: this card owns optimization and decision methodology applied to management/operational problems; the mathematical/algorithmic theory of combinatorial optimization as a computer-science topic belongs to Computational Theory and Mathematics (1703).",operations research and optimization; multi-criteria decision making; risk and portfolio optimization; fuzzy and soft set theory; complex systems and decision modeling; simulation and stochastic modeling; structured and multi-criteria decision methods; supply chain and logistics optimization,"general probability theory and statistical inference methodology developed and evaluated as statistics research in its own right, without a management/operational decision-optimization framing -> Statistics, Probability and Uncertainty ; decision-support and information-systems-strategy questions framed around organizational/managerial IT governance rather than mathematical optimization or OR methodology -> Information Systems and Management ; production-floor and manufacturing-system operations research (scheduling, factory automation, process optimization) framed as industrial/manufacturing engineering practice -> Industrial and Manufacturing Engineering ; the mathematical/algorithmic theory of combinatorial optimization (complexity analysis, graph-theoretic and discrete-structure results) developed as computer-science theory rather than a management/operational decision application -> Computational Theory and Mathematics",Management Science; Operations Research; European Journal of Operational Research; Omega; Decision Sciences,https://en.wikipedia.org/wiki/Operations_research,high
1804,"Statistics, Probability and Uncertainty",Decision Sciences,"Statistics, Probability and Uncertainty covers statistical theory, probabilistic modeling, and methods for quantifying and managing uncertainty and measurement error, applied to decision-relevant contexts. It includes uncertainty evaluation in scientific measurement alongside general probability and statistical methodology used to inform decisions under uncertainty. ARBITRATION vs Statistics and Probability [Mathematics]: this card owns decision-relevant applied statistics and uncertainty quantification; pure mathematical statistical theory pursued as mathematics scholarship belongs to Statistics and Probability (2613).",probability theory; statistical inference and modeling; uncertainty quantification; measurement error and metrology statistics; stochastic processes; applied statistics for decision-making; Bayesian and frequentist methods,"quantitative uncertainty modeling used as an input to an optimization or operational decision problem, where the operations-research/decision-modeling framing is the actual contribution -> Management Science and Operations Research ; pure mathematical statistical theory (proofs, foundational probability theory) pursued as mathematics scholarship rather than decision-relevant applied statistics -> Statistics and Probability ; statistical/probabilistic methodology developed specifically to support machine-learning model design and training -> Artificial Intelligence",Journal of the Royal Statistical Society; The Annals of Statistics; Statistics & Probability Letters; Journal of Statistical Planning and Inference,https://en.wikipedia.org/wiki/Statistics,medium
3500,General Dentistry,Dentistry,"The broad, generalist practice and science of dentistry and oral health, covering topics that span multiple dental specialties or do not fit a single specialty subfield. As a 'General' bucket, this is the last-resort home for dentistry topics that are cross-cutting (e.g., general oral health, dental education, dental public health, dental materials science broadly) rather than specific to surgery, orthodontics, or periodontics.",general/family dentistry; oral health and hygiene; dental education and training; dental public health and epidemiology; dental materials (general); preventive dentistry; restorative dentistry; cross-specialty dental topics,"tooth extraction, implants, and maxillofacial surgery -> Oral Surgery ; malocclusion and orthodontic appliances -> Orthodontics ; gum disease and periodontal treatment -> Periodontics",Journal of the American Dental Association; British Dental Journal; Community Dentistry and Oral Epidemiology,https://en.wikipedia.org/wiki/Dentistry,high
3504,Oral Surgery,Dentistry,"Surgical and interventional dental care: tooth extractions, dental implants, jaw and maxillofacial surgery, endodontic (root canal) procedures, and dental/oral imaging used to plan and evaluate these interventions.",dental implants; tooth extraction; maxillofacial surgery; endodontics/root canal treatment; dental/oral radiography and imaging; oral pathology surgery; anesthesia in dental surgery,tooth alignment and bite correction -> Orthodontics ; gum and supporting-tissue disease treatment -> Periodontics,Journal of Oral and Maxillofacial Surgery; International Journal of Oral and Maxillofacial Surgery; Clinical Oral Implants Research,https://en.wikipedia.org/wiki/Oral_and_maxillofacial_surgery,high
3505,Orthodontics,Dentistry,"The diagnosis, prevention, and correction of malpositioned teeth and jaws (malocclusion), including the design and use of braces, aligners, and other orthodontic appliances, as well as dentofacial orthopedics.",malocclusion correction; braces and clear aligners; dentofacial orthopedics; orthodontic appliance design; bite/occlusion analysis; dental materials and restorations related to alignment,surgical tooth removal and implants -> Oral Surgery ; gum and periodontal disease treatment -> Periodontics,American Journal of Orthodontics and Dentofacial Orthopedics; European Journal of Orthodontics; Angle Orthodontist,https://en.wikipedia.org/wiki/Orthodontics,high
3506,Periodontics,Dentistry,"Periodontics covers the study, diagnosis, and treatment of diseases and conditions affecting the periodontium (gums, periodontal ligament, alveolar bone), including periodontitis, oral microbiology related to periodontal disease, and periodontal surgery and regenerative therapy, alongside dental health care utilization and oral health pathology as they relate to gum and periodontal health.",periodontal disease diagnosis and treatment; oral microbiology and periodontitis; gingival and alveolar bone health; dental health care utilization; oral health pathology; periodontal surgery and regeneration; peri-implant disease,"host immune-response mechanisms in periodontal disease studied as basic immunology rather than clinical periodontal diagnosis and treatment -> Immunology ; basic microbial biology, taxonomy, or physiology of oral bacteria without a clinical periodontal-disease framing -> Microbiology ; population-level dental-care-utilization policy and access research, as opposed to clinical periodontal diagnosis and treatment -> Public Health, Environmental and Occupational Health",Journal of Periodontology; Journal of Clinical Periodontology; Journal of Periodontal Research; Periodontology 2000,https://en.wikipedia.org/wiki/Periodontology,high
1902,Atmospheric Science,Earth and Planetary Sciences,"Atmospheric Science studies the physics, chemistry, and dynamics of Earth's atmosphere, including weather systems, atmospheric composition and ozone chemistry, radiative and climate processes on atmospheric scales, and the atmospheric side of coupled climate-system interactions. ARBITRATION vs Oceanography [Earth and Planetary Sciences] and Global and Planetary Change [Environmental Science]: atmospheric processes and their forcing stay here; ocean and cryosphere dynamics as systems go to Oceanography; Earth-system-scale climate change and impacts go to Global and Planetary Change.",atmospheric physics and dynamics; atmospheric chemistry and ozone; weather and climate processes; atmospheric forcing of the cryosphere and ocean (the atmospheric component of coupled processes); paleoclimatology via atmospheric/ice-core proxies; air quality and pollution science; radiative transfer and climate modeling,"broad, cross-system global/planetary-scale climate and Earth-system change -> Global and Planetary Change ; ocean physics, chemistry, and circulation -> Oceanography ; sea ice, ice sheets and ocean-cryosphere dynamics studied as ocean/ice systems (circulation, freshwater, mass balance) -> Oceanography ; cross-system climate change and its impacts studied at Earth-system scale -> Global and Planetary Change",Journal of the Atmospheric Sciences; Atmospheric Chemistry and Physics; Journal of Climate; Atmospheric Environment,https://en.wikipedia.org/wiki/Atmospheric_science,medium
